model_name,enable_scaling,pca_components,score_mean,score_std,pca_max_ratio,pca_min_ratio
VotingClassifier,True,5,0.71678321678321677,0.16945240644435353,0.44277345135339236,0.044001023861277418
GaussianProcessClassifier,True,6,0.5996503496503498,0.20563285560885045,0.44277345135339236,0.027809732882915533
KNeighborsClassifier,True,6,0.66934731934731939,0.19208703877113631,0.44277345135339236,0.027809732882915533
DecisionTreeClassifier,True,6,0.71829836829836835,0.1373342224316228,0.44277345135339236,0.027809732882915533
SVC,True,6,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.027809732882915533
NuSVC,True,6,0.70139860139860133,0.1874771572308179,0.44277345135339236,0.027809732882915533
LinearSVC,True,6,0.56911421911421911,0.19430676720868942,0.44277345135339236,0.027809732882915533
AdaBoostClassifier,True,6,0.58170163170163169,0.16280778942233104,0.44277345135339236,0.027809732882915533
GradientBoostingClassifier,True,6,0.73496503496503496,0.15429289872352644,0.44277345135339236,0.027809732882915533
RandomForestClassifier,True,6,0.63193473193473193,0.11771942572713957,0.44277345135339236,0.027809732882915533
VotingClassifier,True,6,0.61631701631701641,0.22624193953905677,0.44277345135339236,0.027809732882915533
GaussianProcessClassifier,True,7,0.61783216783216788,0.21479285300587464,0.44277345135339236,0.022717420262993164
KNeighborsClassifier,True,7,0.7152680652680653,0.21129722899788184,0.44277345135339236,0.022717420262993164
DecisionTreeClassifier,True,7,0.70314685314685321,0.16217964422681935,0.44277345135339236,0.022717420262993164
SVC,True,7,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.022717420262993164
NuSVC,True,7,0.65291375291375287,0.19739702063555453,0.44277345135339236,0.022717420262993164
LinearSVC,True,7,0.61934731934731935,0.18241876779279159,0.44277345135339236,0.022717420262993164
AdaBoostClassifier,True,7,0.66958041958041947,0.21468740270656464,0.44277345135339236,0.022717420262993164
GradientBoostingClassifier,True,7,0.75163170163170157,0.17599468959130715,0.44277345135339236,0.022717420262993164
RandomForestClassifier,True,7,0.66550116550116545,0.07899914434535589,0.44277345135339236,0.022717420262993164
VotingClassifier,True,7,0.68473193473193472,0.22650698806235531,0.44277345135339236,0.022717420262993164
GaussianProcessClassifier,True,8,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.019305822691074483
KNeighborsClassifier,True,8,0.66783216783216781,0.22340167518338361,0.44277345135339236,0.019305822691074483
DecisionTreeClassifier,True,8,0.6798368298368298,0.11574876023386856,0.44277345135339236,0.019305822691074483
SVC,True,8,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.019305822691074483
NuSVC,True,8,0.68496503496503491,0.16354585454072607,0.44277345135339236,0.019305822691074483
LinearSVC,True,8,0.58298368298368297,0.24047613571776902,0.44277345135339236,0.019305822691074483
AdaBoostClassifier,True,8,0.68088578088578089,0.19743073723933677,0.44277345135339236,0.019305822691074483
GradientBoostingClassifier,True,8,0.84650349650349654,0.12067840180073135,0.44277345135339236,0.019305822691074483
RandomForestClassifier,True,8,0.70186480186480193,0.091405761771800875,0.44277345135339236,0.019305822691074483
VotingClassifier,True,8,0.71678321678321677,0.17745956110494632,0.44277345135339236,0.019305822691074483
GaussianProcessClassifier,True,9,0.61911421911421916,0.21540485933986134,0.44277345135339236,0.017200053668170227
KNeighborsClassifier,True,9,0.71678321678321677,0.16945240644435353,0.44277345135339236,0.017200053668170227
DecisionTreeClassifier,True,9,0.76317016317016317,0.075147805989894637,0.44277345135339236,0.017200053668170227
SVC,True,9,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.017200053668170227
NuSVC,True,9,0.70163170163170163,0.14728494995438696,0.44277345135339236,0.017200053668170227
LinearSVC,True,9,0.61783216783216788,0.21479285300587464,0.44277345135339236,0.017200053668170227
AdaBoostClassifier,True,9,0.66678321678321673,0.21564681968258928,0.44277345135339236,0.017200053668170227
GradientBoostingClassifier,True,9,0.79650349650349639,0.12152852285403605,0.44277345135339236,0.017200053668170227
RandomForestClassifier,True,9,0.68240093240093236,0.065071089715511898,0.44277345135339236,0.017200053668170227
VotingClassifier,True,9,0.73216783216783221,0.18784342908813023,0.44277345135339236,0.017200053668170227
GaussianProcessClassifier,True,10,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.015606359752674647
KNeighborsClassifier,True,10,0.71678321678321677,0.16945240644435353,0.44277345135339236,0.015606359752674647
DecisionTreeClassifier,True,10,0.74650349650349646,0.1129285829662577,0.44277345135339236,0.015606359752674647
SVC,True,10,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.015606359752674647
NuSVC,True,10,0.68496503496503491,0.16354585454072607,0.44277345135339236,0.015606359752674647
LinearSVC,True,10,0.61503496503496513,0.21846342374978311,0.44277345135339236,0.015606359752674647
AdaBoostClassifier,True,10,0.69906759906759908,0.13678366566329722,0.44277345135339236,0.015606359752674647
GradientBoostingClassifier,True,10,0.76317016317016317,0.091787638181144104,0.44277345135339236,0.015606359752674647
RandomForestClassifier,True,10,0.71398601398601402,0.1872530604026065,0.44277345135339236,0.015606359752674647
VotingClassifier,True,10,0.68344988344988344,0.15933786343559103,0.44277345135339236,0.015606359752674647
GaussianProcessClassifier,True,11,0.65116550116550109,0.20670011197715848,0.44277345135339236,0.011427198993883255
KNeighborsClassifier,True,11,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.011427198993883255
DecisionTreeClassifier,True,11,0.76317016317016306,0.10584303614622172,0.44277345135339236,0.011427198993883255
SVC,True,11,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.011427198993883255
NuSVC,True,11,0.70163170163170163,0.12703267661318768,0.44277345135339236,0.011427198993883255
LinearSVC,True,11,0.6165501165501166,0.18533044456601838,0.44277345135339236,0.011427198993883255
AdaBoostClassifier,True,11,0.74906759906759901,0.15063830911961823,0.44277345135339236,0.011427198993883255
GradientBoostingClassifier,True,11,0.77983682983682978,0.09537859400818556,0.44277345135339236,0.011427198993883255
RandomForestClassifier,True,11,0.66678321678321673,0.14664089074748277,0.44277345135339236,0.011427198993883255
VotingClassifier,True,11,0.70139860139860144,0.1874771572308179,0.44277345135339236,0.011427198993883255
GaussianProcessClassifier,True,12,0.65116550116550109,0.20670011197715848,0.44277345135339236,0.0094188444376971988
KNeighborsClassifier,True,12,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0094188444376971988
DecisionTreeClassifier,True,12,0.74650349650349646,0.12462199897507953,0.44277345135339236,0.0094188444376971988
SVC,True,12,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0094188444376971988
NuSVC,True,12,0.70163170163170163,0.12703267661318768,0.44277345135339236,0.0094188444376971988
LinearSVC,True,12,0.6165501165501166,0.18533044456601838,0.44277345135339236,0.0094188444376971988
AdaBoostClassifier,True,12,0.7324009324009324,0.14489359363571241,0.44277345135339236,0.0094188444376971988
GradientBoostingClassifier,True,12,0.78111888111888106,0.11911433315537447,0.44277345135339236,0.0094188444376971988
RandomForestClassifier,True,12,0.6864801864801866,0.10937407216515423,0.44277345135339236,0.0094188444376971988
VotingClassifier,True,12,0.71829836829836835,0.15625698130468924,0.44277345135339236,0.0094188444376971988
GaussianProcessClassifier,True,13,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.0083554459859530097
KNeighborsClassifier,True,13,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0083554459859530097
DecisionTreeClassifier,True,13,0.74650349650349646,0.12462199897507953,0.44277345135339236,0.0083554459859530097
SVC,True,13,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0083554459859530097
NuSVC,True,13,0.70163170163170163,0.12703267661318768,0.44277345135339236,0.0083554459859530097
LinearSVC,True,13,0.59836829836829841,0.20386457846074224,0.44277345135339236,0.0083554459859530097
AdaBoostClassifier,True,13,0.76853146853146848,0.13660866953454501,0.44277345135339236,0.0083554459859530097
GradientBoostingClassifier,True,13,0.78111888111888106,0.11911433315537447,0.44277345135339236,0.0083554459859530097
RandomForestClassifier,True,13,0.6806526806526807,0.13290137783036637,0.44277345135339236,0.0083554459859530097
VotingClassifier,True,13,0.71829836829836835,0.15625698130468924,0.44277345135339236,0.0083554459859530097
GaussianProcessClassifier,True,14,0.65116550116550109,0.20670011197715848,0.44277345135339236,0.0059960660350929802
KNeighborsClassifier,True,14,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0059960660350929802
DecisionTreeClassifier,True,14,0.69650349650349652,0.092273103406289025,0.44277345135339236,0.0059960660350929802
SVC,True,14,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0059960660350929802
NuSVC,True,14,0.68624708624708619,0.14867638311069006,0.44277345135339236,0.0059960660350929802
LinearSVC,True,14,0.59836829836829841,0.20386457846074224,0.44277345135339236,0.0059960660350929802
AdaBoostClassifier,True,14,0.7672494172494172,0.11983460581960934,0.44277345135339236,0.0059960660350929802
GradientBoostingClassifier,True,14,0.78111888111888106,0.11911433315537447,0.44277345135339236,0.0059960660350929802
RandomForestClassifier,True,14,0.6165501165501166,0.18533044456601838,0.44277345135339236,0.0059960660350929802
VotingClassifier,True,14,0.68624708624708619,0.14867638311069006,0.44277345135339236,0.0059960660350929802
GaussianProcessClassifier,True,15,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.0053473254456371661
KNeighborsClassifier,True,15,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0053473254456371661
DecisionTreeClassifier,True,15,0.69906759906759908,0.045200713773368768,0.44277345135339236,0.0053473254456371661
SVC,True,15,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0053473254456371661
NuSVC,True,15,0.668065268065268,0.15887392667328679,0.44277345135339236,0.0053473254456371661
LinearSVC,True,15,0.61503496503496513,0.19847653307921306,0.44277345135339236,0.0053473254456371661
AdaBoostClassifier,True,15,0.75186480186480187,0.15221213190348207,0.44277345135339236,0.0053473254456371661
GradientBoostingClassifier,True,15,0.74778554778554773,0.097959939623169151,0.44277345135339236,0.0053473254456371661
RandomForestClassifier,True,15,0.76468531468531464,0.041674449531490521,0.44277345135339236,0.0053473254456371661
VotingClassifier,True,15,0.68473193473193472,0.18611488112027288,0.44277345135339236,0.0053473254456371661
GaussianProcessClassifier,False,,0.61911421911421916,0.21540485933986134,,
KNeighborsClassifier,False,,0.69860139860139858,0.17524557069060087,,
DecisionTreeClassifier,False,,0.61678321678321679,0.19962098883685431,,
SVC,False,,0.56678321678321686,0.020389942408307295,,
NuSVC,False,,0.68496503496503491,0.12504453377235333,,
LinearSVC,False,,0.59836829836829841,0.19693397008438734,,
AdaBoostClassifier,False,,0.68368298368298364,0.14094152647638278,,
GradientBoostingClassifier,False,,0.77156177156177164,0.16210147867548125,,
RandomForestClassifier,False,,0.66526806526806526,0.19309178289119647,,
VotingClassifier,False,,0.68496503496503491,0.10040209096821473,,
GaussianProcessClassifier,False,1,0.48298368298368305,0.094180427324003557,0.44277345135339236,0.44277345135339236
KNeighborsClassifier,False,1,0.68496503496503491,0.10040209096821473,0.44277345135339236,0.44277345135339236
DecisionTreeClassifier,False,1,0.51503496503496504,0.1036014503926963,0.44277345135339236,0.44277345135339236
SVC,False,1,0.5178321678321679,0.083214334648899643,0.44277345135339236,0.44277345135339236
NuSVC,False,1,0.60139860139860146,0.16290646357397917,0.44277345135339236,0.44277345135339236
LinearSVC,False,1,0.50116550116550118,0.076500747831625721,0.44277345135339236,0.44277345135339236
AdaBoostClassifier,False,1,0.56655011655011656,0.11973186155482177,0.44277345135339236,0.44277345135339236
GradientBoostingClassifier,False,1,0.51503496503496504,0.1036014503926963,0.44277345135339236,0.44277345135339236
RandomForestClassifier,False,1,0.55139860139860142,0.070793427289358446,0.44277345135339236,0.44277345135339236
VotingClassifier,False,1,0.58041958041958042,0.13035337273048048,0.44277345135339236,0.44277345135339236
GaussianProcessClassifier,False,2,0.46608391608391619,0.14402567179153353,0.44277345135339236,0.17946558886272126
KNeighborsClassifier,False,2,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.17946558886272126
DecisionTreeClassifier,False,2,0.6627039627039627,0.10905342232420287,0.44277345135339236,0.17946558886272126
SVC,False,2,0.5122377622377623,0.12100967045092326,0.44277345135339236,0.17946558886272126
NuSVC,False,2,0.6806526806526807,0.16962867487639258,0.44277345135339236,0.17946558886272126
LinearSVC,False,2,0.46911421911421919,0.10498765665724748,0.44277345135339236,0.17946558886272126
AdaBoostClassifier,False,2,0.5637529137529137,0.11158150492192703,0.44277345135339236,0.17946558886272126
GradientBoostingClassifier,False,2,0.62657342657342663,0.14710425491632453,0.44277345135339236,0.17946558886272126
RandomForestClassifier,False,2,0.63473193473193468,0.11450739036239881,0.44277345135339236,0.17946558886272126
VotingClassifier,False,2,0.62937062937062938,0.10255416883447289,0.44277345135339236,0.17946558886272126
GaussianProcessClassifier,False,3,0.63193473193473193,0.13933204494689327,0.44277345135339236,0.11546843091324335
KNeighborsClassifier,False,3,0.70011655011655016,0.15219214006679793,0.44277345135339236,0.11546843091324335
DecisionTreeClassifier,False,3,0.5817016317016318,0.16280778942233104,0.44277345135339236,0.11546843091324335
SVC,False,3,0.54860139860139867,0.050136332627309182,0.44277345135339236,0.11546843091324335
NuSVC,False,3,0.71550116550116549,0.13833001374114828,0.44277345135339236,0.11546843091324335
LinearSVC,False,3,0.70011655011655016,0.16946386946386949,0.44277345135339236,0.11546843091324335
AdaBoostClassifier,False,3,0.61678321678321679,0.12185458212231301,0.44277345135339236,0.11546843091324335
GradientBoostingClassifier,False,3,0.64603729603729598,0.14561937794461033,0.44277345135339236,0.11546843091324335
RandomForestClassifier,False,3,0.58065268065268072,0.14687099828599146,0.44277345135339236,0.11546843091324335
VotingClassifier,False,3,0.66678321678321673,0.11476156806998521,0.44277345135339236,0.11546843091324335
GaussianProcessClassifier,False,4,0.64860139860139854,0.16503883353162949,0.44277345135339236,0.049622931127608599
KNeighborsClassifier,False,4,0.71678321678321677,0.15217937604756707,0.44277345135339236,0.049622931127608599
DecisionTreeClassifier,False,4,0.74883449883449882,0.17729950648986187,0.44277345135339236,0.049622931127608599
SVC,False,4,0.54860139860139867,0.050136332627309182,0.44277345135339236,0.049622931127608599
NuSVC,False,4,0.76829836829836817,0.15393998339524492,0.44277345135339236,0.049622931127608599
LinearSVC,False,4,0.65116550116550109,0.21972822269095388,0.44277345135339236,0.049622931127608599
AdaBoostClassifier,False,4,0.65314685314685317,0.16982091902485169,0.44277345135339236,0.049622931127608599
GradientBoostingClassifier,False,4,0.668065268065268,0.17548925930707118,0.44277345135339236,0.049622931127608599
RandomForestClassifier,False,4,0.63496503496503487,0.11652074221911377,0.44277345135339236,0.049622931127608599
VotingClassifier,False,4,0.69860139860139858,0.21766413740747703,0.44277345135339236,0.049622931127608599
GaussianProcessClassifier,False,5,0.56631701631701636,0.17649490126184719,0.44277345135339236,0.044001023861277418
KNeighborsClassifier,False,5,0.68344988344988344,0.15933786343559106,0.44277345135339236,0.044001023861277418
DecisionTreeClassifier,False,5,0.75314685314685315,0.14677570385594457,0.44277345135339236,0.044001023861277418
SVC,False,5,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.044001023861277418
NuSVC,False,5,0.73624708624708624,0.17362783456817837,0.44277345135339236,0.044001023861277418
LinearSVC,False,5,0.60244755244755255,0.20771977560039201,0.44277345135339236,0.044001023861277418
AdaBoostClassifier,False,5,0.66981351981351978,0.17435858481937963,0.44277345135339236,0.044001023861277418
GradientBoostingClassifier,False,5,0.66678321678321673,0.17273356411696167,0.44277345135339236,0.044001023861277418
RandomForestClassifier,False,5,0.66398601398601398,0.11698090549728969,0.44277345135339236,0.044001023861277418
VotingClassifier,False,5,0.70139860139860133,0.1874771572308179,0.44277345135339236,0.044001023861277418
GaussianProcessClassifier,False,6,0.5996503496503498,0.20563285560885045,0.44277345135339236,0.027809732882915533
KNeighborsClassifier,False,6,0.66934731934731939,0.19208703877113631,0.44277345135339236,0.027809732882915533
DecisionTreeClassifier,False,6,0.65163170163170159,0.12547874535205286,0.44277345135339236,0.027809732882915533
SVC,False,6,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.027809732882915533
NuSVC,False,6,0.70139860139860133,0.1874771572308179,0.44277345135339236,0.027809732882915533
LinearSVC,False,6,0.56911421911421911,0.19430676720868942,0.44277345135339236,0.027809732882915533
AdaBoostClassifier,False,6,0.58170163170163169,0.16280778942233104,0.44277345135339236,0.027809732882915533
GradientBoostingClassifier,False,6,0.73496503496503496,0.15429289872352644,0.44277345135339236,0.027809732882915533
RandomForestClassifier,False,6,0.64860139860139854,0.13749357526861966,0.44277345135339236,0.027809732882915533
VotingClassifier,False,6,0.65268065268065267,0.19518682502753673,0.44277345135339236,0.027809732882915533
GaussianProcessClassifier,False,7,0.61783216783216788,0.21479285300587464,0.44277345135339236,0.022717420262993164
KNeighborsClassifier,False,7,0.7152680652680653,0.21129722899788184,0.44277345135339236,0.022717420262993164
DecisionTreeClassifier,False,7,0.73648018648018654,0.13116233416213136,0.44277345135339236,0.022717420262993164
SVC,False,7,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.022717420262993164
NuSVC,False,7,0.65291375291375287,0.19739702063555453,0.44277345135339236,0.022717420262993164
LinearSVC,False,7,0.61934731934731935,0.18241876779279159,0.44277345135339236,0.022717420262993164
AdaBoostClassifier,False,7,0.66958041958041947,0.21468740270656464,0.44277345135339236,0.022717420262993164
GradientBoostingClassifier,False,7,0.73496503496503496,0.16304623998818915,0.44277345135339236,0.022717420262993164
RandomForestClassifier,False,7,0.60291375291375293,0.15030067325365568,0.44277345135339236,0.022717420262993164
VotingClassifier,False,7,0.70291375291375291,0.21808965439311223,0.44277345135339236,0.022717420262993164
GaussianProcessClassifier,False,8,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.019305822691074483
KNeighborsClassifier,False,8,0.66783216783216781,0.22340167518338361,0.44277345135339236,0.019305822691074483
DecisionTreeClassifier,False,8,0.6798368298368298,0.088556309431468722,0.44277345135339236,0.019305822691074483
SVC,False,8,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.019305822691074483
NuSVC,False,8,0.68496503496503491,0.16354585454072607,0.44277345135339236,0.019305822691074483
LinearSVC,False,8,0.58298368298368297,0.24047613571776902,0.44277345135339236,0.019305822691074483
AdaBoostClassifier,False,8,0.68088578088578089,0.19743073723933677,0.44277345135339236,0.019305822691074483
GradientBoostingClassifier,False,8,0.84650349650349654,0.12067840180073135,0.44277345135339236,0.019305822691074483
RandomForestClassifier,False,8,0.68216783216783217,0.13602182570591614,0.44277345135339236,0.019305822691074483
VotingClassifier,False,8,0.71678321678321677,0.17745956110494632,0.44277345135339236,0.019305822691074483
GaussianProcessClassifier,False,9,0.61911421911421916,0.21540485933986134,0.44277345135339236,0.017200053668170227
KNeighborsClassifier,False,9,0.71678321678321677,0.16945240644435353,0.44277345135339236,0.017200053668170227
DecisionTreeClassifier,False,9,0.7965034965034965,0.095987636243051677,0.44277345135339236,0.017200053668170227
SVC,False,9,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.017200053668170227
NuSVC,False,9,0.70163170163170163,0.14728494995438696,0.44277345135339236,0.017200053668170227
LinearSVC,False,9,0.61783216783216788,0.21479285300587464,0.44277345135339236,0.017200053668170227
AdaBoostClassifier,False,9,0.66678321678321673,0.21564681968258928,0.44277345135339236,0.017200053668170227
GradientBoostingClassifier,False,9,0.78111888111888106,0.11911433315537444,0.44277345135339236,0.017200053668170227
RandomForestClassifier,False,9,0.65011655011655001,0.10727271714233859,0.44277345135339236,0.017200053668170227
VotingClassifier,False,9,0.76550116550116543,0.19529626649545884,0.44277345135339236,0.017200053668170227
GaussianProcessClassifier,False,10,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.015606359752674647
KNeighborsClassifier,False,10,0.71678321678321677,0.16945240644435353,0.44277345135339236,0.015606359752674647
DecisionTreeClassifier,False,10,0.74650349650349646,0.1129285829662577,0.44277345135339236,0.015606359752674647
SVC,False,10,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.015606359752674647
NuSVC,False,10,0.68496503496503491,0.16354585454072607,0.44277345135339236,0.015606359752674647
LinearSVC,False,10,0.61503496503496513,0.21846342374978311,0.44277345135339236,0.015606359752674647
AdaBoostClassifier,False,10,0.69906759906759908,0.13678366566329722,0.44277345135339236,0.015606359752674647
GradientBoostingClassifier,False,10,0.74650349650349646,0.1129285829662577,0.44277345135339236,0.015606359752674647
RandomForestClassifier,False,10,0.67762237762237765,0.25991287479609859,0.44277345135339236,0.015606359752674647
VotingClassifier,False,10,0.70163170163170163,0.14728494995438696,0.44277345135339236,0.015606359752674647
GaussianProcessClassifier,False,11,0.65116550116550109,0.20670011197715848,0.44277345135339236,0.011427198993883255
KNeighborsClassifier,False,11,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.011427198993883255
DecisionTreeClassifier,False,11,0.77983682983682978,0.09537859400818556,0.44277345135339236,0.011427198993883255
SVC,False,11,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.011427198993883255
NuSVC,False,11,0.70163170163170163,0.12703267661318768,0.44277345135339236,0.011427198993883255
LinearSVC,False,11,0.6165501165501166,0.18533044456601838,0.44277345135339236,0.011427198993883255
AdaBoostClassifier,False,11,0.74906759906759901,0.15063830911961823,0.44277345135339236,0.011427198993883255
GradientBoostingClassifier,False,11,0.81317016317016333,0.11970871492117241,0.44277345135339236,0.011427198993883255
RandomForestClassifier,False,11,0.69627039627039633,0.083329176547181777,0.44277345135339236,0.011427198993883255
VotingClassifier,False,11,0.68473193473193472,0.18611488112027288,0.44277345135339236,0.011427198993883255
GaussianProcessClassifier,False,12,0.65116550116550109,0.20670011197715848,0.44277345135339236,0.0094188444376971988
KNeighborsClassifier,False,12,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0094188444376971988
DecisionTreeClassifier,False,12,0.69498834498834505,0.12459507280502233,0.44277345135339236,0.0094188444376971988
SVC,False,12,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0094188444376971988
NuSVC,False,12,0.70163170163170163,0.12703267661318768,0.44277345135339236,0.0094188444376971988
LinearSVC,False,12,0.6165501165501166,0.18533044456601838,0.44277345135339236,0.0094188444376971988
AdaBoostClassifier,False,12,0.7324009324009324,0.14489359363571241,0.44277345135339236,0.0094188444376971988
GradientBoostingClassifier,False,12,0.76445221445221434,0.12781483290861309,0.44277345135339236,0.0094188444376971988
